week,state,region,population_density_discretized,urban_percentage_discretized,confirmed_cases_discretized,confirmed_deaths_discretized,stringency_index_discretized,government_response_index_discretized,containment_health_index_discretized,economic_support_index_discretized
29,New Mexico,Region6_Dallas,low,high,medium,medium,5,4,4,4
30,New Mexico,Region6_Dallas,low,high,medium,medium,5,4,4,4
31,New Mexico,Region6_Dallas,low,high,medium,medium,5,4,4,3
32,New Mexico,Region6_Dallas,low,high,medium,medium,5,4,4,2
33,New Mexico,Region6_Dallas,low,high,medium,medium,5,4,4,2
34,New Mexico,Region6_Dallas,low,high,medium,medium,4,4,4,2
35,New Mexico,Region6_Dallas,low,high,medium,medium,4,4,4,2
36,New Mexico,Region6_Dallas,low,high,medium,medium,4,4,4,2
37,New Mexico,Region6_Dallas,low,high,low,medium,4,4,4,2
38,New Mexico,Region6_Dallas,low,high,medium,medium,4,4,4,2
39,New Mexico,Region6_Dallas,low,high,medium,medium,4,4,4,2
40,New Mexico,Region6_Dallas,low,high,medium,medium,4,4,4,2
41,New Mexico,Region6_Dallas,low,high,medium,medium,4,4,4,2
42,New Mexico,Region6_Dallas,low,high,high,medium,4,4,4,2
43,New Mexico,Region6_Dallas,low,high,high,medium,4,4,4,2
44,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,2
45,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,2
46,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,2
47,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,2
48,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,2
49,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,2
50,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,2
51,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,2
52,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,2
53,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,2
54,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,2
55,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,3
56,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,3
57,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,3
58,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,3
59,New Mexico,Region6_Dallas,low,high,high,high,4,4,4,3
60,New Mexico,Region6_Dallas,low,high,medium,high,4,4,4,3
61,New Mexico,Region6_Dallas,low,high,medium,high,4,4,4,3
62,New Mexico,Region6_Dallas,low,high,medium,high,4,4,4,3
63,New Mexico,Region6_Dallas,low,high,medium,medium,4,4,4,3
64,New Mexico,Region6_Dallas,low,high,medium,medium,4,4,4,3
65,New Mexico,Region6_Dallas,low,high,medium,medium,3,3,4,3
66,New Mexico,Region6_Dallas,low,high,medium,medium,3,3,4,2
67,New Mexico,Region6_Dallas,low,high,medium,medium,3,3,3,2
68,New Mexico,Region6_Dallas,low,high,medium,medium,3,3,4,2
1,Nevada,Region9_SanFrancisco,low,high,low,low,1,1,1,1
2,Nevada,Region9_SanFrancisco,low,high,low,low,1,1,1,1
3,Nevada,Region9_SanFrancisco,low,high,low,low,1,1,1,1
4,Nevada,Region9_SanFrancisco,low,high,low,low,1,1,1,1
5,Nevada,Region9_SanFrancisco,low,high,low,low,1,1,1,1
6,Nevada,Region9_SanFrancisco,low,high,low,low,1,1,1,1
7,Nevada,Region9_SanFrancisco,low,high,low,low,1,1,1,1
8,Nevada,Region9_SanFrancisco,low,high,low,low,1,1,1,1
9,Nevada,Region9_SanFrancisco,low,high,low,low,1,1,1,1
10,Nevada,Region9_SanFrancisco,low,high,low,low,1,1,1,1
11,Nevada,Region9_SanFrancisco,low,high,low,low,2,1,2,1
12,Nevada,Region9_SanFrancisco,low,high,low,low,3,2,3,1
13,Nevada,Region9_SanFrancisco,low,high,low,low,4,3,3,2
14,Nevada,Region9_SanFrancisco,low,high,low,medium,4,4,3,4
15,Nevada,Region9_SanFrancisco,low,high,low,medium,4,4,4,4
16,Nevada,Region9_SanFrancisco,low,high,low,medium,4,4,4,4
17,Nevada,Region9_SanFrancisco,low,high,low,medium,4,4,4,4
18,Nevada,Region9_SanFrancisco,low,high,low,medium,4,4,3,4
19,Nevada,Region9_SanFrancisco,low,high,low,medium,4,4,3,5
20,Nevada,Region9_SanFrancisco,low,high,low,medium,4,4,3,5
21,Nevada,Region9_SanFrancisco,low,high,low,medium,4,4,3,5
22,Nevada,Region9_SanFrancisco,low,high,low,medium,4,4,3,5
23,Nevada,Region9_SanFrancisco,low,high,low,medium,4,4,3,5
24,Nevada,Region9_SanFrancisco,low,high,medium,medium,4,4,3,5
25,Nevada,Region9_SanFrancisco,low,high,medium,medium,4,3,3,5
26,Nevada,Region9_SanFrancisco,low,high,medium,low,4,4,3,5
27,Nevada,Region9_SanFrancisco,low,high,high,medium,3,3,3,4
28,Nevada,Region9_SanFrancisco,low,high,high,medium,3,3,3,4
29,Nevada,Region9_SanFrancisco,low,high,high,medium,3,3,3,4
30,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,4
31,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,3
32,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
33,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
34,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
35,Nevada,Region9_SanFrancisco,low,high,medium,high,3,3,3,2
36,Nevada,Region9_SanFrancisco,low,high,medium,high,3,3,3,2
37,Nevada,Region9_SanFrancisco,low,high,medium,medium,3,3,3,2
38,Nevada,Region9_SanFrancisco,low,high,medium,high,3,3,3,2
39,Nevada,Region9_SanFrancisco,low,high,medium,medium,3,3,3,2
40,Nevada,Region9_SanFrancisco,low,high,medium,medium,3,3,3,2
41,Nevada,Region9_SanFrancisco,low,high,medium,medium,3,3,3,2
42,Nevada,Region9_SanFrancisco,low,high,high,medium,3,3,3,2
43,Nevada,Region9_SanFrancisco,low,high,high,medium,3,3,3,2
44,Nevada,Region9_SanFrancisco,low,high,high,medium,3,3,3,2
45,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
46,Nevada,Region9_SanFrancisco,low,high,high,medium,3,3,3,2
47,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
48,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
49,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
50,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
51,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
52,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
53,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
54,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
55,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
56,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
57,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
58,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
59,Nevada,Region9_SanFrancisco,low,high,high,high,3,3,3,2
60,Nevada,Region9_SanFrancisco,low,high,medium,high,3,3,3,2
61,Nevada,Region9_SanFrancisco,low,high,medium,high,3,3,4,3
62,Nevada,Region9_SanFrancisco,low,high,medium,high,3,3,4,3
63,Nevada,Region9_SanFrancisco,low,high,medium,high,3,4,4,3
64,Nevada,Region9_SanFrancisco,low,high,medium,medium,3,4,4,3
65,Nevada,Region9_SanFrancisco,low,high,medium,medium,3,4,4,3
66,Nevada,Region9_SanFrancisco,low,high,medium,medium,3,3,4,2
67,Nevada,Region9_SanFrancisco,low,high,medium,medium,3,3,3,2
68,Nevada,Region9_SanFrancisco,low,high,medium,medium,3,3,3,2
1,New York,Region2_NewYork,medium,high,low,low,1,1,1,1
2,New York,Region2_NewYork,medium,high,low,low,1,1,1,1
3,New York,Region2_NewYork,medium,high,low,low,1,1,1,1
4,New York,Region2_NewYork,medium,high,low,low,1,1,1,1
5,New York,Region2_NewYork,medium,high,low,low,1,1,1,1
6,New York,Region2_NewYork,medium,high,low,low,1,1,1,1
7,New York,Region2_NewYork,medium,high,low,low,1,1,1,1
8,New York,Region2_NewYork,medium,high,low,low,1,1,1,1
9,New York,Region2_NewYork,medium,high,low,low,1,1,1,1
10,New York,Region2_NewYork,medium,high,low,low,1,1,1,1
11,New York,Region2_NewYork,medium,high,low,low,3,2,2,1
12,New York,Region2_NewYork,medium,high,medium,medium,4,3,3,5
13,New York,Region2_NewYork,medium,high,high,high,5,4,4,5
14,New York,Region2_NewYork,medium,high,high,high,5,4,4,5
15,New York,Region2_NewYork,medium,high,high,high,5,4,4,5
16,New York,Region2_NewYork,medium,high,high,high,5,4,4,5
17,New York,Region2_NewYork,medium,high,high,high,5,4,4,5
18,New York,Region2_NewYork,medium,high,high,high,5,5,4,5
19,New York,Region2_NewYork,medium,high,medium,high,5,5,4,5
20,New York,Region2_NewYork,medium,high,medium,high,5,4,4,5
21,New York,Region2_NewYork,medium,high,medium,high,4,5,4,5
22,New York,Region2_NewYork,medium,high,medium,high,4,5,4,5
23,New York,Region2_NewYork,medium,high,low,high,4,5,4,5
24,New York,Region2_NewYork,medium,high,low,medium,4,4,4,5
25,New York,Region2_NewYork,medium,high,low,medium,4,4,4,5
26,New York,Region2_NewYork,medium,high,low,medium,4,4,4,5
27,New York,Region2_NewYork,medium,high,low,medium,4,4,4,5
28,New York,Region2_NewYork,medium,high,low,medium,4,4,4,5
29,New York,Region2_NewYork,medium,high,low,low,4,4,4,5
30,New York,Region2_NewYork,medium,high,low,low,4,4,4,5
31,New York,Region2_NewYork,medium,high,low,low,4,4,4,5
32,New York,Region2_NewYork,medium,high,low,low,4,4,4,5
33,New York,Region2_NewYork,medium,high,low,low,4,4,4,5
34,New York,Region2_NewYork,medium,high,low,low,4,4,4,5
35,New York,Region2_NewYork,medium,high,low,low,4,4,4,5
36,New York,Region2_NewYork,medium,high,low,low,4,4,4,5
37,New York,Region2_NewYork,medium,high,low,low,4,4,4,5
38,New York,Region2_NewYork,medium,high,low,low,4,4,4,5
39,New York,Region2_NewYork,medium,high,low,medium,4,4,4,5
40,New York,Region2_NewYork,medium,high,medium,low,4,4,4,5
41,New York,Region2_NewYork,medium,high,medium,low,4,4,4,5
42,New York,Region2_NewYork,medium,high,medium,low,4,4,4,5
43,New York,Region2_NewYork,medium,high,medium,low,4,4,4,5
44,New York,Region2_NewYork,medium,high,medium,low,4,4,4,5
45,New York,Region2_NewYork,medium,high,medium,medium,4,4,4,5
46,New York,Region2_NewYork,medium,high,high,low,4,4,4,5
47,New York,Region2_NewYork,medium,high,high,medium,4,4,4,5
48,New York,Region2_NewYork,medium,high,high,medium,4,4,4,5
49,New York,Region2_NewYork,medium,high,high,medium,4,4,4,5
50,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
51,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
52,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
53,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
54,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
55,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
56,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
57,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
58,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
59,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
60,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
61,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
62,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
63,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
64,New York,Region2_NewYork,medium,high,high,high,4,4,4,5
65,New York,Region2_NewYork,medium,high,high,high,3,4,4,5
66,New York,Region2_NewYork,medium,high,high,high,3,4,4,5
67,New York,Region2_NewYork,medium,high,high,high,3,4,4,5
68,New York,Region2_NewYork,medium,high,high,high,3,4,4,5
1,Ohio,Region5_Chicago,low,high,low,low,1,1,1,1
2,Ohio,Region5_Chicago,low,high,low,low,1,1,1,1
3,Ohio,Region5_Chicago,low,high,low,low,1,1,1,1
4,Ohio,Region5_Chicago,low,high,low,low,1,1,1,1
5,Ohio,Region5_Chicago,low,high,low,low,1,1,1,1
6,Ohio,Region5_Chicago,low,high,low,low,1,1,1,1
7,Ohio,Region5_Chicago,low,high,low,low,1,1,1,1
8,Ohio,Region5_Chicago,low,high,low,low,1,1,1,1
9,Ohio,Region5_Chicago,low,high,low,low,1,1,1,1
10,Ohio,Region5_Chicago,low,high,low,low,2,2,2,1
11,Ohio,Region5_Chicago,low,high,low,low,3,2,2,1
12,Ohio,Region5_Chicago,low,high,low,low,4,3,3,1
13,Ohio,Region5_Chicago,low,high,low,low,5,4,4,2
14,Ohio,Region5_Chicago,low,high,low,medium,5,4,4,4
15,Ohio,Region5_Chicago,low,high,low,medium,5,4,4,4
16,Ohio,Region5_Chicago,low,high,medium,medium,5,4,4,4
17,Ohio,Region5_Chicago,low,high,low,high,5,4,4,4
18,Ohio,Region5_Chicago,low,high,low,high,4,4,4,4
19,Ohio,Region5_Chicago,low,high,low,medium,4,4,4,4
20,Ohio,Region5_Chicago,low,high,low,medium,4,4,4,4
21,Ohio,Region5_Chicago,low,high,low,medium,4,4,4,4
22,Ohio,Region5_Chicago,low,high,low,medium,4,4,4,4
23,Ohio,Region5_Chicago,low,high,low,medium,4,4,4,4
24,Ohio,Region5_Chicago,low,high,low,medium,4,4,4,4
25,Ohio,Region5_Chicago,low,high,low,medium,4,4,4,4
26,Ohio,Region5_Chicago,low,high,medium,medium,4,4,4,4
27,Ohio,Region5_Chicago,low,high,medium,medium,4,4,4,4
28,Ohio,Region5_Chicago,low,high,medium,medium,4,4,4,4
29,Ohio,Region5_Chicago,low,high,medium,medium,4,4,4,4
30,Ohio,Region5_Chicago,low,high,medium,medium,4,4,4,4
31,Ohio,Region5_Chicago,low,high,medium,medium,4,4,4,3
32,Ohio,Region5_Chicago,low,high,medium,medium,4,4,4,2
33,Ohio,Region5_Chicago,low,high,medium,medium,4,4,4,2
34,Ohio,Region5_Chicago,low,high,medium,medium,4,4,4,2
35,Ohio,Region5_Chicago,low,high,medium,medium,4,4,4,2
36,Ohio,Region5_Chicago,low,high,medium,medium,4,4,4,2
37,Ohio,Region5_Chicago,low,high,medium,medium,4,4,4,2
38,Ohio,Region5_Chicago,low,high,medium,medium,4,4,4,2
39,Ohio,Region5_Chicago,low,high,medium,medium,3,3,3,2
40,Ohio,Region5_Chicago,low,high,medium,medium,3,3,3,2
41,Ohio,Region5_Chicago,low,high,medium,medium,3,3,3,2
42,Ohio,Region5_Chicago,low,high,medium,medium,3,3,3,2
43,Ohio,Region5_Chicago,low,high,high,medium,3,3,3,2
44,Ohio,Region5_Chicago,low,high,high,high,3,3,3,2
45,Ohio,Region5_Chicago,low,high,high,high,3,3,3,2
46,Ohio,Region5_Chicago,low,high,high,high,3,3,3,2
47,Ohio,Region5_Chicago,low,high,high,high,3,3,4,2
48,Ohio,Region5_Chicago,low,high,high,high,3,3,4,2
49,Ohio,Region5_Chicago,low,high,high,high,3,3,4,2
50,Ohio,Region5_Chicago,low,high,high,high,3,3,4,2
51,Ohio,Region5_Chicago,low,high,high,high,3,4,4,2
52,Ohio,Region5_Chicago,low,high,high,high,3,4,4,2
53,Ohio,Region5_Chicago,low,high,high,high,3,4,4,2
54,Ohio,Region5_Chicago,low,high,high,high,3,4,4,2
55,Ohio,Region5_Chicago,low,high,high,high,3,3,3,2
56,Ohio,Region5_Chicago,low,high,high,high,3,4,4,2
57,Ohio,Region5_Chicago,low,high,high,high,3,4,4,2
58,Ohio,Region5_Chicago,low,high,high,high,3,4,4,2
59,Ohio,Region5_Chicago,low,high,high,high,3,4,4,2
60,Ohio,Region5_Chicago,low,high,medium,high,3,4,4,2
61,Ohio,Region5_Chicago,low,high,medium,medium,3,4,4,2
62,Ohio,Region5_Chicago,low,high,medium,medium,3,4,4,2
63,Ohio,Region5_Chicago,low,high,medium,medium,3,3,4,2
64,Ohio,Region5_Chicago,low,high,medium,medium,3,4,4,2
65,Ohio,Region5_Chicago,low,high,medium,low,3,4,4,2
66,Ohio,Region5_Chicago,low,high,medium,low,3,4,4,2
67,Ohio,Region5_Chicago,low,high,medium,low,3,4,4,2
68,Ohio,Region5_Chicago,low,high,medium,low,3,4,4,2
1,Oklahoma,Region6_Dallas,low,medium,low,low,1,1,1,1
2,Oklahoma,Region6_Dallas,low,medium,low,low,1,1,1,1
3,Oklahoma,Region6_Dallas,low,medium,low,low,1,1,1,1
4,Oklahoma,Region6_Dallas,low,medium,low,low,1,1,1,1
5,Oklahoma,Region6_Dallas,low,medium,low,low,1,1,1,1
6,Oklahoma,Region6_Dallas,low,medium,low,low,1,1,1,1
7,Oklahoma,Region6_Dallas,low,medium,low,low,1,1,1,1
8,Oklahoma,Region6_Dallas,low,medium,low,low,1,1,1,1
9,Oklahoma,Region6_Dallas,low,medium,low,low,1,1,1,1
10,Oklahoma,Region6_Dallas,low,medium,low,low,1,1,1,1
11,Oklahoma,Region6_Dallas,low,medium,low,low,2,1,2,1
12,Oklahoma,Region6_Dallas,low,medium,low,low,3,2,2,2
13,Oklahoma,Region6_Dallas,low,medium,low,low,4,3,3,3
14,Oklahoma,Region6_Dallas,low,medium,low,medium,4,4,4,4
15,Oklahoma,Region6_Dallas,low,medium,low,medium,4,4,4,4
16,Oklahoma,Region6_Dallas,low,medium,low,medium,4,4,4,4
17,Oklahoma,Region6_Dallas,low,medium,low,medium,4,4,4,4
18,Oklahoma,Region6_Dallas,low,medium,low,medium,4,4,4,4
19,Oklahoma,Region6_Dallas,low,medium,low,medium,4,4,4,4
20,Oklahoma,Region6_Dallas,low,medium,low,low,4,3,3,4
21,Oklahoma,Region6_Dallas,low,medium,low,low,3,3,3,4
22,Oklahoma,Region6_Dallas,low,medium,low,low,3,3,3,4
23,Oklahoma,Region6_Dallas,low,medium,low,low,3,3,3,4
24,Oklahoma,Region6_Dallas,low,medium,low,low,3,3,3,4
25,Oklahoma,Region6_Dallas,low,medium,medium,low,3,3,3,4
26,Oklahoma,Region6_Dallas,low,medium,medium,low,3,3,3,4
27,Oklahoma,Region6_Dallas,low,medium,medium,low,3,3,3,4
28,Oklahoma,Region6_Dallas,low,medium,medium,low,3,3,3,4
29,Oklahoma,Region6_Dallas,low,medium,medium,medium,3,3,3,4
30,Oklahoma,Region6_Dallas,low,medium,high,medium,3,3,3,3
31,Oklahoma,Region6_Dallas,low,medium,high,medium,3,3,3,2
32,Oklahoma,Region6_Dallas,low,medium,medium,medium,3,3,3,1
33,Oklahoma,Region6_Dallas,low,medium,medium,medium,3,3,3,1
34,Oklahoma,Region6_Dallas,low,medium,medium,medium,3,3,3,1
35,Oklahoma,Region6_Dallas,low,medium,medium,medium,3,3,3,1
36,Oklahoma,Region6_Dallas,low,medium,high,medium,3,3,3,2
37,Oklahoma,Region6_Dallas,low,medium,high,medium,3,3,3,2
38,Oklahoma,Region6_Dallas,low,medium,high,medium,3,3,3,2
39,Oklahoma,Region6_Dallas,low,medium,high,medium,3,3,3,2
40,Oklahoma,Region6_Dallas,low,medium,high,medium,3,3,3,2
41,Oklahoma,Region6_Dallas,low,medium,high,medium,3,3,3,2
42,Oklahoma,Region6_Dallas,low,medium,high,medium,3,3,3,2
43,Oklahoma,Region6_Dallas,low,medium,high,medium,3,3,3,2
44,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,2
45,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,2
46,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,2
47,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,2
48,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,2
49,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,2
50,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,2
51,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,2
52,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,2
53,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,3
54,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,3
55,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,3
56,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,3
57,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,3
58,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,3
59,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,3
60,Oklahoma,Region6_Dallas,low,medium,high,high,3,3,3,3
61,Oklahoma,Region6_Dallas,low,medium,medium,high,3,3,3,3
62,Oklahoma,Region6_Dallas,low,medium,medium,high,3,3,3,3
63,Oklahoma,Region6_Dallas,low,medium,medium,high,3,3,3,3
64,Oklahoma,Region6_Dallas,low,medium,medium,medium,3,3,3,2
65,Oklahoma,Region6_Dallas,low,medium,medium,medium,3,3,3,2
66,Oklahoma,Region6_Dallas,low,medium,medium,high,3,3,3,2
67,Oklahoma,Region6_Dallas,low,medium,medium,high,3,3,3,2
68,Oklahoma,Region6_Dallas,low,medium,medium,medium,3,3,3,2
1,Oregon,Region10_Seattle,low,high,low,low,1,1,1,1
2,Oregon,Region10_Seattle,low,high,low,low,1,1,1,1
3,Oregon,Region10_Seattle,low,high,low,low,1,1,1,1
4,Oregon,Region10_Seattle,low,high,low,low,1,1,1,1
5,Oregon,Region10_Seattle,low,high,low,low,1,1,1,1
6,Oregon,Region10_Seattle,low,high,low,low,1,1,1,1
7,Oregon,Region10_Seattle,low,high,low,low,1,1,1,1
8,Oregon,Region10_Seattle,low,high,low,low,1,1,1,1
9,Oregon,Region10_Seattle,low,high,low,low,1,1,1,1
10,Oregon,Region10_Seattle,low,high,low,low,1,1,1,1
11,Oregon,Region10_Seattle,low,high,low,low,1,1,2,1
12,Oregon,Region10_Seattle,low,high,low,low,4,3,3,2
13,Oregon,Region10_Seattle,low,high,low,low,4,4,3,4
14,Oregon,Region10_Seattle,low,high,low,low,4,4,4,5
15,Oregon,Region10_Seattle,low,high,low,low,4,4,4,5
16,Oregon,Region10_Seattle,low,high,low,low,4,4,4,5
17,Oregon,Region10_Seattle,low,high,low,low,4,4,4,5
18,Oregon,Region10_Seattle,low,high,low,low,4,4,4,5
19,Oregon,Region10_Seattle,low,high,low,low,4,4,4,5
20,Oregon,Region10_Seattle,low,high,low,low,4,4,4,5
21,Oregon,Region10_Seattle,low,high,low,low,4,4,4,5
22,Oregon,Region10_Seattle,low,high,low,low,4,4,4,5
23,Oregon,Region10_Seattle,low,high,low,low,4,4,3,5
24,Oregon,Region10_Seattle,low,high,low,low,3,3,3,5
25,Oregon,Region10_Seattle,low,high,low,low,3,3,3,5
26,Oregon,Region10_Seattle,low,high,low,low,3,3,3,5
27,Oregon,Region10_Seattle,low,high,medium,low,3,3,3,5
28,Oregon,Region10_Seattle,low,high,medium,low,3,3,3,5
29,Oregon,Region10_Seattle,low,high,medium,low,4,4,3,5
30,Oregon,Region10_Seattle,low,high,medium,medium,4,4,3,5
31,Oregon,Region10_Seattle,low,high,medium,medium,4,4,3,4
32,Oregon,Region10_Seattle,low,high,medium,medium,4,4,4,4
33,Oregon,Region10_Seattle,low,high,medium,medium,4,4,4,4
34,Oregon,Region10_Seattle,low,high,medium,medium,4,3,3,4
35,Oregon,Region10_Seattle,low,high,medium,medium,4,3,3,4
36,Oregon,Region10_Seattle,low,high,low,low,4,3,3,4
37,Oregon,Region10_Seattle,low,high,low,low,3,3,3,4
38,Oregon,Region10_Seattle,low,high,low,low,3,3,3,4
39,Oregon,Region10_Seattle,low,high,medium,low,3,3,3,4
40,Oregon,Region10_Seattle,low,high,medium,medium,3,3,3,4
41,Oregon,Region10_Seattle,low,high,medium,low,3,3,3,4
42,Oregon,Region10_Seattle,low,high,medium,low,3,4,4,4
43,Oregon,Region10_Seattle,low,high,medium,medium,3,4,4,4
44,Oregon,Region10_Seattle,low,high,medium,medium,3,4,4,4
45,Oregon,Region10_Seattle,low,high,medium,medium,3,4,4,4
46,Oregon,Region10_Seattle,low,high,high,medium,3,4,4,4
47,Oregon,Region10_Seattle,low,high,high,medium,4,4,4,4
48,Oregon,Region10_Seattle,low,high,high,medium,4,3,3,4
49,Oregon,Region10_Seattle,low,high,high,high,4,3,3,4
50,Oregon,Region10_Seattle,low,high,high,high,4,3,3,4
51,Oregon,Region10_Seattle,low,high,high,high,4,3,3,4
52,Oregon,Region10_Seattle,low,high,high,medium,4,4,4,4
53,Oregon,Region10_Seattle,low,high,high,medium,4,4,4,4
54,Oregon,Region10_Seattle,low,high,high,high,4,4,4,4
55,Oregon,Region10_Seattle,low,high,high,high,4,3,3,4
56,Oregon,Region10_Seattle,low,high,medium,medium,4,4,4,4
57,Oregon,Region10_Seattle,low,high,medium,medium,4,4,4,4
